Skill,Title,Company,Experience,Salary,Location,JD URL,Full JD,Job ID,Required Skills
Data Engineer,Data Engineer,Digital Convergence Technologies,3-8 Yrs,Not disclosed,Hybrid - Pune,/job-listings-data-engineer-digital-convergence-technologies-pune-3-to-8-years-190525020142,"Work collaboratively with Project Management,Operations,Development and Engineering to deliver all contractually required servicesStrong knowledge of healthcare enrollment,medical claims,and drug claims data requiredAdditional knowledge of non-traditional data types (health & wellness,workforce productivity,and EMR) preferredStrong interpersonal skills required",190525020142,"Data Bricks,Python,SQL,Data Engineering,Bricks,Data"
Data Engineer,Data Engineer-Data Integration,IBM,2-5 Yrs,Not disclosed,Pune,/job-listings-data-engineer-data-integration-ibm-india-pvt-limited-pune-2-to-5-years-210525921359,"You ll contribute to data gathering,storage,and both batch and real-time processing. . Collaborating closely with diverse teams,you ll play an important role in deciding the most suitable data management systems and identifying the crucial data required for insightful analysisBachelors Degree .Masters Degree .Required educationPreferred education",210525921359,"snowflake,sql,pipeline,data ingestion,shell scripting,python,data management,performance tuning"
Data Engineer,Data Engineer,The Business Of Fashion,8-13 Yrs,Not disclosed,Pune,/job-listings-data-engineer-the-business-of-fashion-pune-8-to-13-years-200525503015,"At Swarovski, where innovation meets inspiration, our people desire to explore, experience and createWe are looking for a Data Engineer where you will get a chance to work in a rewarding role within a diverse team that is pushing boundariesBe part of a truly iconic global brand, learn and grow with usWere bold and inventive, revealing astonishing things like no one else canA world of wonder awaits you, About The JobMaintain and support data transformation pipelines from the Landing Zone to the Consumption Layer, Monitor the health and performance of data pipelines, infrastructure, and associated systems within GCP and SAP BW environments, ensuring seamless and efficient operations, Identify, diagnose, and resolve issues or anomalies in real-time, minimizing downtime and safeguarding data integrity, Manage and resolve support tickets related to data engineering operations, ensuring timely and effective responses to stakeholder needs, Collaborate with cross-functional teams to understand ongoing data requirements and provide necessary support for existing solutions, ensuring alignment with current business needs, Act as the primary contact for troubleshooting and resolving data-related issues raised by other departments, Regularly review the performance of existing data pipelines, identifying opportunities for improvement and implementing optimizations to enhance efficiency, performance, and scalability, Provide ongoing support to data scientists and analysts, ensuring consistent access to reliable data and the necessary tools for analysis and reporting, Support and maintain processes for integrating and transforming data within the Data Warehouse and across all Data Analytics platformsAbout youWe are looking for a unique and amazing talent, who brings along the following:Bachelor's or Master's degree in Computer Science, Engineering, or a related field5 years of hands-on experience in data engineering, building and maintaining data pipelines and systemsStrong proficiency in GCP (Google Cloud Platform), including services such as BigQuery, Dataflow, Dataform, Cloud Storage and Pub/SubSolid programming skills in languages like Python, SQLExperience with data modeling, data warehousing, and ETL/ELT processesFamiliarity with data governance, data privacy, and security practicesStrong problem-solving and analytical skills, with the ability to handle complex data-related issuesExcellent communication and collaboration skills to work effectively with cross-functional teamsSelf-motivated and able to work independently, as well as in a team-oriented environmentDeep understanding of SAP modulesNice-to-have: Experience in SAP BW data engineering (SAP BW 3x, 7x, BW on HANA)About SwarovskiMasters of Light Since 1895Swarovski creates beautiful crystals-based products of impeccable quality and craftsmanship that bring joy and celebrate individuality, Founded in 1895 in Austria, the company designs, manufactures and sells the world's finest crystals, gemstones, Swarovski Created Diamonds and zirconia, jewelry, and accessories, as well as objects and home accessoriesSwarovski Crystal Business has a global reach with approximately 2,400 stores and 6,700 points of sales in over 150 countries and employs more than 18,000 peopleTogether with its sister companies Swarovski Optik (optical devices) and Tyrolit (abrasives), Swarovski Crystal Business forms the Swarovski GroupA responsible relationship with people and the planet is part of Swarovskis heritageToday this legacy is rooted in sustainability measures across the value chain, with an emphasis on circular innovation, championing diversity, inclusion and self-expression, and in the philanthropic work of the Swarovski Foundation, which supports charitable organizations bringing positive environmental and social impact,",200525503015,"communication skillssap module,sap bw,data engineering,data flow,programming,sql,SAP,Program"
Data Engineer,Data Engineer-Data Integration,IBM,2-5 Yrs,Not disclosed,Pune,/job-listings-data-engineer-data-integration-ibm-india-pvt-limited-pune-2-to-5-years-200525924963,"You ll contribute to data gathering,storage,and both batch and real-time processingBachelors Degree .Masters Degree .Collaborating closely with diverse teams,you ll play an important role in deciding the most suitable data management systems and identifying the crucial data required for insightful analysisRequired educationPreferred education",200525924963,"snowflake,sql,pipeline,data ingestion,shell scripting,python,data management,performance tuning"
Data Engineer,Data Engineer,Photon,6-11 Yrs,Not disclosed,"Chennai, Bengaluru",/job-listings-data-engineer-photon-infotech-p-ltd-chennai-bengaluru-6-to-11-years-210525506079,"Implement and manage cloud infrastructure as code using Terraform (preferably on AWS)Proficient in SQL and data modeling (dimensional modeling,normalization,etc)6+ years of experience in a data engineering roleStrong hands-on experience in Python for ETL / ELT processes and scriptingExperience with version control systems such as Git . .",210525506079,"Version control,GIT,Data modeling,Data quality,data integrity,Management,SQL,Python"
Data Engineer,Data engineer,Evoke HR Solutions Pvt. Ltd.,4-9 Yrs,Not disclosed,"Hyderabad, Pune",/job-listings-data-engineer-evoke-hr-solutions-pvt-ltd-hyderabad-pune-4-to-9-years-130525909950,Should be able in UK shift (till 11PM IST). Technical Proficiency -. Databricks: Cluster types and their functionalitiesData Architect / Data Engineer with 4-10 years of experience,130525909950,"Data engineering,pandas,python,DBFS,PaaS,pyspark,Azure SQL Database,sql"
Data Engineer,Hadoop Data Engineer/Software Engineer,Hsbc,0-6 Yrs,Not disclosed,Pune,/job-listings-hadoop-data-engineer-software-engineer-hsbc-electronic-data-processing-india-pvt-ltd-pune-0-to-6-years-280525500733,"Requirements . To be successful in this role,you should meet the following requirements: .Experience in data engineering or related field and hands-on experience of building and maintenance of ETL Data pipelines . Good experience in Designing and Developing Spark Applications using Scala or Python",280525500733,"Performance tuning,Performance testing,Agile,Control-M,Data quality,Unit testing,Financial services,SQL"
Data Engineer,Data Engineer,AMERICAN EXPRESS,3-6 Yrs,Not disclosed,Hybrid - Chennai,/job-listings-data-engineer-american-express-chennai-3-to-6-years-190525021086,"The role will require a unique blend of strong DataOps technical and design skills to translate business decisions into data requirements. This individual will build a deep understanding of the infrastructure data we use in order to work across the ID&A; team and key stakeholders the appropriate data to tell a data story. This includes implementing and maintaining a data architecture that follows data management best practices for ensuring data ingestion, transformation, storage and analytics are handled according to their specific purpose using the appropriate tools: ingestion captures raw data without applying business logic, transformation processes data discretely for auditability, and analytical queries retrieve structured outputs without relying on upstream processes. They will be responsible for building and automating data pipelines to maximize data availability and efficiency, as well as migrating the data model and transformations to our target architecture. This individual will bring passion for data-driven decisions, enterprise solutions, and collaboration to the role, transforming platform data into actionable insights by utilizing data engineering and data visualization best practices.**Key responsibilities include:*** Data Architecture: Perform all technical aspects of data architecture and database management for ID&A;, including developing data pipelines, new database structures and APIs as applicable* Data Design: Translate logical data architectures into physical data designs, ensuring alignment with data modeling best practices and standards* Data Process and Monitoring: Ensure proper data ingestion, validation, testing, and monitoring for ID&A; data lake* Data Quality Testing: Develop and provide subject matter expertise on data analysis, testing and Quality Assurance (QA) methodologies and processes* Support database and data platform administration for initiatives building, enhancing, or maintaining databases, data warehouses and data pipelines* Data Migration: Design and support migration to a technology-agnostic data model that decouples data architecture from specific tools or platform used for storage, processing, or access* Data Integrity: Ensure accuracy, completeness, and data quality, independent of upstream or downstream systems; collaborate with data owners to validate and refine data sources where applicable* Agile Methodologies: Function as a senior member of an agile feature team and manage data assets as per the enterprise standards, guidelines and policies* Collaboration: Partner closely with business intelligence team to capture and define data requirements for new and enhanced data visualizations* Prioritization: Work with product teams to prioritize new features for ongoing sprints and manage backlog* Continuous Improvement: Monitor performance and make recommendations for areas of opportunity/improvement for automation and tool usage* Compliance: Understand and abide by SDLC standards and policies* Liaison: Act as point of contact for data-related inquiries and data access requests* Innovation: Leverage the evolving technical landscape as needed, including AI, Big Data, Machine Learning and other technologies to deliver meaningful business insights**Minimum Requirements:*** 4+ years of DataOps engineering experience in implementing pipeline orchestration, data quality monitoring, governance, security processes, and self-service data access* Experience managing databases, ETL/ELT pipelines, data lake architectures, and real-time processing* Proficiency in API development and stream processing frameworks* Hands-on coding experience in Python* Hands-on expertise with design and development across one or more database management systems (e.g. SQL Server, PostgreSQL, Oracle)* Testing and Troubleshooting: Ability to test, troubleshoot, and debug data processes* Strong analytical skills with a proven ability to understand and document business data requirements in complete, accurate, extensible and flexible logical data models, data visualization tools (e.g. Apptio BI, PowerBI)* Ability to write efficient SQL queries to extract and manipulate data from relational databases, data warehouses and batch processing systems* Experience in data quality and QA testing methodologies* Fluent in data risk, management, and compliance terminology and best practices* Proven track record for managing large, complex ecosystems with multiple stakeholders* Self-starter who is able to problem-solve effectively, organize and document processes, and prioritize feature with limited guidance* An enterprise mindset that connects the dots across various requirements and the broader operations/infrastructure data architecture landscape* Excellent collaboration skills; ability to drive consensus and tangible outcomes, demonstrated by breaking down silos and fostering cross-team communication* Understanding of complex software delivery including build, test, deployment, and operations; conversant in AI, Data Science, and Business Intelligence concepts and technology stack* Exposure to distributed (multi-tiered) systems, algorithms, IT asset management, cloud services, and relational databases* Foundational Public Cloud (AWS, Google, Microsoft) certification; advanced Public Cloud certifications a plus* Experience working in technology business management, technology infrastructure or data visualization teams a plus* Experience with design and coding across multiple platforms and languages a plus* Bachelors Degree in computer science, computer science engineering, data engineering, or related field required; advanced degree preferred",190525021086,"Data Engineering,Data Pipeline,data lake architecture,Data Modeling,ETL,Python,SQL,Modeling"
Data Engineer,"Data Engineer - Insurance - F2F Drive on 31st May - Kharadi, Pune",GenNext India Private Limited,2-7 Yrs,20-30 Lacs PA,Pune,/job-listings-data-engineer-insurance-f2f-drive-on-31st-may-kharadi-pune-gennext-india-private-limited-pune-2-to-7-years-230525006705,"Work mode Currently this is remote but it s not permanent WFH,once business ask the candidate to come to office,they must relocate",230525006705,"Pyspark,Azure,Synapse,SQL,Python,ETL Fabric,Data Factory,Postgresql"
Data Engineer,Data Engineer,Zepul,4-7 Yrs,6-8 Lacs PA,Pune,/job-listings-data-engineer-zepul-pune-4-to-7-years-180325018696,"**Job Title: Data Engineer****Location: Pune, India (Work from Office)****Walk-in Interviews: Pune****Employment Type: Full-Time****Notice period:** Immediate to 30days**Note:** Walk-in interview in Pune**Job Overview**We are seeking an experienced **Data Engineer** to manage ongoing and upcoming data infrastructure projects. The ideal candidate will be responsible for **expanding and optimizing data pipelines, enhancing data flow and collection mechanisms** , and collaborating with cross-functional teams. This role requires hands-on experience in **Python scripting, SQL, AWS, and Snowflake** to ensure efficient data handling and insights generation.**Key Responsibilities*** **Develop and Maintain Data Pipelines** : Design, build, and maintain **optimal data pipeline architecture** to support functional and non-functional business requirements using **Python and SQL** on **AWS/Snowflake**.* **Process Automation** : Identify, design, and implement **internal process improvements** through automation, optimizing data delivery, and enhancing system scalability.* **Data Extraction and Transformation** : Develop **ETL solutions** for extracting, transforming, and loading data from a wide variety of sources.* **Analytics and Insights** : Build analytics tools that utilize the data pipeline to provide actionable insights for **customer acquisition, operational efficiency, and key business metrics**.* **Stakeholder Collaboration** : Work closely with **Executives, Product Managers, Data Scientists, and Design Teams** to support data-driven decision-making.* **Data Security and Compliance** : Ensure data security across multiple data centers and AWS regions, adhering to national and global compliance standards.* **System Enhancement** : Work alongside data and analytics experts to improve **data architecture and performance**.**Qualifications and Skills****Technical Skills:*** Advanced SQL knowledge with hands-on experience in **relational databases and query authoring**.* Expertise in **Python scripting** for **data processing, automation, and analytics**.* Experience in **data wrangling and transformation** with Pandas, NumPy, and similar libraries.* Strong analytical skills for working with **unstructured datasets** and performing root-cause analysis.* Hands-on experience with **ETL pipeline development, metadata management, and workload management**.* Experience with **relational SQL and NoSQL databases** (PostgreSQL, Cassandra, etc.).* Proficiency in cloud services including **AWS, Azure, Snowflake, and Google Cloud**.**Experience:*** **3+ years of experience** in a **Data Engineering** role with a **Bachelors degree** in Computer Science or a related field.* Experience with **data integration, API development, web scraping, and automation**.* Knowledge of **SQL Server activity monitoring** and **Snowflake**.* Ability to debug and troubleshoot **Python scripts and SQL queries**.Strong project management and organizational skills with the ability to work in **dynamic, cross-functional environments**.",180325018696,"SQL Server,Relational Databases,Snowflake,AWS,Python,Etl Pipelines,Postgresql,Cassandra"
Data Engineer,Risk Data Engineer Senior-AWS-Data Scientist,EY,4-9 Yrs,Not disclosed,Pune,/job-listings-risk-data-engineer-senior-aws-data-scientist-ernst-young-llp-pune-4-to-9-years-140525926345,"Experience with data visualization tools like Quick Sight or integrating Redshift data with BI tools (Tableau,PowerBI,etc.)Experience with cloud ML (AWS) or similar tools,along with hands-on experience with Amazon S3 data storage,data lifecycle policies,and integration with other AWS services",140525926345,"Python,Predictive Modeling,S3,BI Tools,Use Cases,Natural Language Processing,CloudFormation,Database Design"
Data Engineer,Data Engineer,Dayworks,2-4 Yrs,Not disclosed,Pune,/job-listings-data-engineer-dayworks-pune-2-to-4-years-300425021094,"**This role is for one of the Weekday's clients**Min Experience: 2 yearsLocation: PuneJobType: full-timeWe are seeking a skilled and motivated **Data Engineer** with 24 years of hands-on experience in building and maintaining automated, production-grade data pipelines. The ideal candidate will be passionate about working on modern data platforms, enabling scalable and efficient data movement and transformation workflows. Exposure to MLOps practices and the pharmaceutical domain will be an added advantage.You will collaborate closely with data scientists, ML engineers, business analysts, and DevOps teams to develop robust data solutions that are integral to our data-driven initiatives. This role requires a solid understanding of data engineering tools and best practices, cloud technologies, orchestration frameworks, and Agile processes.**Requirements****Key Responsibilities:*** Design, build, and deploy scalable data pipelines using **PySpark** and related big data technologies.* Develop and manage **end-to-end CI/CD pipelines** to ensure reliable deployment and testing of data workflows.* Implement orchestration of data workflows using **Argo Workflows** and **Kedro** pipelines.* Integrate with cloud-native data platforms, preferably on **AWS** (e.g., S3, Glue, EMR, Lambda, Step Functions).* Ensure robust monitoring, alerting, and logging for production pipelines using best-in-class practices.* Collaborate with MLOps teams to support ML model deployment, versioning, and lifecycle management.* Participate in Agile/Scrum ceremonies, effectively using tools like **JIRA** and **Confluence** for sprint tracking and documentation.* Optimize performance and reliability of existing data pipelines, ensuring high data quality and availability.* Contribute to the design of data architecture and ensure best practices for data governance, security, and compliance.**Skills and Qualifications:*** **2–4 years** of relevant work experience as a Data Engineer or in a similar role.* Proficiency in **PySpark** for big data processing and transformation.* Experience with **CI/CD tools** and practices for automating deployments in data engineering workflows.* Hands-on experience with **AWS services** , especially data and compute services such as S3, Glue, EMR, Lambda, and CloudWatch.* Familiarity with orchestration frameworks like **Argo Workflows** and pipeline development using **Kedro**.* Understanding of **MLOps concepts** and how data engineering integrates into the machine learning lifecycle.* Exposure to **Agile methodologies** and tools like **JIRA** and **Confluence** for project collaboration and documentation.* Excellent problem-solving skills, attention to detail, and ability to work independently and within a team.**Preferred Qualifications:*** Prior experience in the **pharmaceutical or life sciences domain**.* Knowledge of **data governance** , **data security** , and **compliance** requirements in regulated industries.* Familiarity with **Docker** or containerization for reproducible data environments is a plus.",300425021094,"Python,Pyspark,AWS,Data,Data Engineering"
Data Engineer,Data Engineer (academia),Atgeir Solutions,5-10 Yrs,Not disclosed,Pune,/job-listings-data-engineer-academia-atgeir-solutions-pune-5-to-10-years-110325505015,"Experience Required: 5-10 years . Industry: IT Consulting Services . Education: Bachelors or Masters degree in Computer Science,Engineering,or a related fieldBackground : Teaching in Engineering College in relevant subjects . Role OverviewPreferred Qualifications . Certifications in cloud technologies (e.g.,GCP Professional Data Engineer,AWS Certified Data Analytics)",110325505015,"Data modeling,Information security,Postgresql,ISO 27001,Machine learning,Open source,Distribution system,SQL"
Data Engineer,"Data Engineer- SQL, Python, Pyspark, Data Engineer, Databricks, ETL",Symphoni Hr,5-10 Yrs,18-27.5 Lacs PA,Pune,/job-listings-data-engineer-sql-python-pyspark-data-engineer-databricks-etl-symphoni-hr-pune-5-to-10-years-080525018711,"P35.5 8 YearsData EngineerSQL, Python, Pyspark, Data Engineer, Databricks, ETL23 LPA fixedImmediate Joiners preferredP48 – 10 YearsSr. Data EngineerSQL, Python, ETL, Pyspark, Data Engineer, Databricks28 LPA fixed* Minimum 8 years of experience in data analytics field* Experience with Azure/AWS Databricks* Experience in building and optimizing data pipelines, architectures and data sets* Excellent experience in Scala or Python, PySpark and SQL* Ability to troubleshoot and optimize complex queries on the Spark platform* Knowledgeable on structured and unstructured data design / modelling, data access and data storage techniques* Expertise in designing and deploying data applications on cloud solutions, such as Azure or AWS* Hands on experience in performance tuning and optimizing code running in Databricks environment* Demonstrated analytical and problem-solving skills particularly those that apply to a big data environmentTechnical / Professional Skills Please provide at least 3* Azure/AWS Databricks* Python / Scala / Spark / PySpark* HIVE / HBase / Impala / Parquet* Sqoop, Kafka, Flume* SQL and RDBMS* AirflowGood to have* Relevant accredited certifications for Azure, AWS, Cloud Engineering and/or Databricks* Data Engineering expertise in Big Data Management using Cloudera, Python, Hive, Scala, Data Warehouse, Data Lake, AWS, Azure* Jenkins / Bamboo* Github / Bitbucket* Nexus",080525018711,"Pyspark,DATABRICKS,ETL,SQL,Python,Data Engineering,Data,Engineering"
Data Engineer,Data Engineer,Digital Convergence Technologies,3-8 Yrs,5-14 Lacs PA,Hybrid - Pune,/job-listings-data-engineer-digital-convergence-technologies-pune-3-to-8-years-150525011381,"Education: Bachelors degree in computer science,Engineering,or a related field.Experience: 4+ years. Job Type: Full-timeExperience: 2-4 years of experience in data engineering,software engineering,or a related field. . Technical Skills: Proficiency in SQL,Python,and experience with big data tools such as PySpark or Spark.",150525011381,"PySpark,Spark,AWS,SQL,Python,Azure,Google Cloud,Microsoft Azure"
Data Engineer,Data Engineer,Lagozon Technologies,3-5 Yrs,Not disclosed,"Pune, Mumbai (All Areas)",/job-listings-data-engineer-lagozon-technologies-pune-mumbai-all-areas-3-to-5-years-170525015522,"Experience in designing business intelligence solutions Proficient in SQL & Python / PySparkExperience in ETL Process,Data warehouse architectureGood understanding of Big Data & DWH concepts",170525015522,"Azure Data Factory,Pyspark,Azure Databricks,Python,SQL,Azure Synapse,Data Engineering,Factory"
Data Engineer,Data Engineer,Informica Technoservices,3-6 Yrs,Not disclosed,Pune(Viman Nagar),/job-listings-data-engineer-informica-technoservices-pune-3-to-6-years-130525022259,"The ideal candidate will have experience working with Python,ETL processes,SQL,and Databricks to support our clients data infrastructure and analytics needs. . Key Responsibilities: . Design,build,and maintain scalable and efficient ETL pipelines .Required Skills: .Preferred Skills: .Experience working with Databricks (Spark / PySpark) for big data processing.",130525022259,"Python,Data Engineering,Snowflake,Data Warehousing,ETL,Data Bricks,SQL,Bricks"
Data Engineer,Data Engineer,Wipzo Systech,6-11 Yrs,30-45 Lacs PA,"Hybrid - Hyderabad, Pune, Delhi / NCR",/job-listings-data-engineer-wipzo-systech-hyderabad-pune-delhi-ncr-6-to-11-years-140525028513,"Candidate should Provide technical expertise in needs identification,data modeling,data movement,and translating business needs into technical solutions with adherence to established data guidelines and approaches from a business unit or project perspectiveThe candidate must be able to work independently and collaboratively. 5+ Years of experience as a Data Engineer",140525028513,"Data Engineering,SQL,Snowflake,AWS,s3,Pyspark,EMR,aurora"
Data Engineer,Data Engineer,Petrofac,9-13 Yrs,Not disclosed,Chennai,/job-listings-data-engineer-petrofac-chennai-9-to-13-years-040724006036,"To guide and build highly efficient OLAP cubes using data modelling techniques to cater all the required business cases and mitigate the limitation of Power BI in analysis serviceExperience defining,implementing,and maintaining a global data platformExtensive work experience onboarding various data sources using real-time,batch load or scheduled loads",040724006036,"Data Engineering,Data Architecture,Cloud Computing,Data Management,Data Compliance,Data Visualization,Data Modeling,ETL"
Data Engineer,Senior Big Data Engineer,Luxoft,4-8 Yrs,Not disclosed,Pune,/job-listings-senior-big-data-engineer-luxoft-india-llp-pune-4-to-8-years-190525913199,"Pune, IndiaBigData DevelopmentBCM Industry09/05/2025Project descriptionACQA is built on Microsoft Azure cloud computing technology. It aims to deliver:* Scalable cost-efficient infrastructure, using cloud PaaS components.* Single core platform, open architecture, designed for change, itemised $cost metrics, automated data lineage.* Shared across Front Office, Finance and Risk, improving regulatory compliance.* One-Platform / One-Experience -fast to train, easy to operate, retaining talent.The ACQA platform is made up of a series of components providing the next generation valuation and risk management services. ResponsibilitiesDevelopment of big data technologies like Apache Spark and Azure Databricks Programming complex production systems in Scala or Java or Python Experience in a platform engineering role on a major cloud provider (ideally Microsoft Azure) Development and/or operations of CI/CD pipelines using modern cloud-friendly build systems like GitLab Experience with containerisation in development, build and runtime environments including experience of Kubernetes SkillsMust have Development of big data technologies like Apache Spark and Azure Databricks Programming complex production systems in Scala or Java or Python Experience in a platform engineering role on a major cloud provider (ideally Microsoft Azure) Development and/or operations of CI/CD pipelines using modern cloud-friendly build systems like GitLab Experience with containerisation in development, build and runtime environments including experience of Kubernetes Nice to have Production experience with Terraform on a major public cloud provider (ideally Microsoft Azure) Python experience Testing and instrumentation practices, observability and alerting tooling Understanding of information modelling, data structures and algorithms Technical architecture and low-level design Agile development and planning practices Ability to collaborate effectively in a large global team and influence key architectural decisions OtherLanguagesEnglishC1 Advanced SenioritySenior",190525913199,"continuous integration,scala,java,spark,python,hive,kubernetes,algorithms"
Data Engineer,Data Engineer,Saieesh Data Systems,5-10 Yrs,Not disclosed,"Hybrid - Pune, Chennai",/job-listings-data-engineer-saieesh-data-systems-pune-chennai-5-to-10-years-130525008209,Database Architecture: 2 3 years of experience designing and managing database solutions.Experience Required: 5 to 7 YearsNotice Period: Immediate to 1 Month official notice period. Job Overview: We are seeking a highly motivated and skilled Data Engineer with 35 years of relevant experience to join our data engineering team,130525008209,"Spark,Python,SQL,Pyspark,NoSQL,Data Engineering,Data"
Data Engineer,"Senior Software Engineer - C#, Data Engineer",Capgemini,3-6 Yrs,Not disclosed,Pune,/job-listings-senior-software-engineer-c-data-engineer-capgemini-technology-services-india-limited-pune-3-to-6-years-160525933205,"**About The Role*** Software Design and DevelopmentDesign, development, and maintenance of complex software applications using C# WPF* Code Quality and ReviewEnsure high standards of code quality through regular code reviews and adherence to best practices* Problem-SolvingAnalyze and resolve complex software issues, ensuring efficient and scalable solutions* CollaborationWork closely with cross-functional teams, including product managers, designers, and other stakeholders, to understand project requirements and deliver technical solutions* Technical DocumentationDevelop and maintain comprehensive technical documentation for reference and reporting* Innovation and ImprovementStay updated with industry trends and integrate new technologies and methodologies to drive innovation and continuous improvement* C# WPFWorks in the area of Software Engineering, which encompasses the development, maintenance and optimization of software solutions/applications.1. Applies scientific methods to analyse and solve software engineering problems.2. He/she is responsible for the development and application of software engineering practice and knowledge, in research, design, development and maintenance.3. His/her work requires the exercise of original thought and judgement and the ability to supervise the technical and administrative work of other software engineers.4. The software engineer builds skills and expertise of his/her software engineering discipline to reach standard software engineer skills expectations for the applicable role, as defined in Professional Communities.5. The software engineer collaborates and acts as team player with other software engineers and stakeholders.**Skills (competencies)**Verbal Communication",160525933205,"c#,software design,wpf,software engineering,code review,python,project management,software development"
Data Engineer,ML Data Engineer,S&P Global Market Intelligence,4-9 Yrs,Not disclosed,"Noida, Hyderabad, Bengaluru",/job-listings-ml-data-engineer-sp-capital-iq-india-pvt-ltd-noida-hyderabad-bengaluru-4-to-9-years-140525921012,"At S&P; Global we transform data into Essential Intelligence,pinpointing risks and opening possibilitiesPay Transparency Nondiscrimination Provision - ----------------------------------------------------------- IFTECH1 - Middle Professional Tier I (EEO Job Group) Location - Bengaluru,Hyderabad,Noida,UttarpradeshUnderstanding of cloud-based services,preferably AWS",140525921012,"big data technologies,pyspark,sql,python,nosql databases,hive,mathematics,scala"
Data Engineer,Informatica Data Engineer,Malomatia,7-12 Yrs,20-35 Lacs PA (Including Variable: 3.0%),Pune,/job-listings-informatica-data-engineer-malomatia-pune-7-to-12-years-310524005880,"We are seeking a highly skilled Data Engineer with a minimum of 5 years of hands-on experience in Informatica Intelligent Data Management Cloud (IDMC).The successful candidate will design,implement,and maintain scalable data integration solutions using Informatica Cloud servicesBachelor s degree in Computer Science,Information Systems,Engineering,or a related field",310524005880,"Data Engineering,ADF,Informatica IDMC,Devops,Python,Azure Data Factory,SCALA,ETL"
Data Engineer,Data Engineer - PySpark / Hadoop,Tetrahed,7-10 Yrs,Not disclosed,Pune,/job-listings-data-engineer-pyspark-hadoop-tetrahed-inc-pune-7-to-10-years-150525923368,Preferred Qualifications :- Experience with other data management tools and technologies.- Knowledge of cloud-based data solutions.- Certification in data engineering or related fields,150525923368,"PySpark,Apache Airflow,Data Engineering,BigQuery,Data Migration,PL-SQL,Hadoop,Data Management"
Data Engineer,Data Engineer,Diverse Lynx,4-8 Yrs,Not disclosed,Pune,/job-listings-data-engineer-diverse-lynx-pune-4-to-8-years-100523502947,1. Liaising with coworkers and clients to elucidate the requirements for each task.2. Conceptualizing and generating infrastructure that allows big data to be accessed and analyzed.3. Reformulating existing frameworks to optimize their functioning.4. Testing such structures to ensure that they are fit for use.5. Preparing raw data for manipulation by data scientists.6. Detecting and correcting errors in your work.7. Ensuring that your work remains backed up and readily accessible to relevant coworkers.8. Remaining up-to-date with industry standards and technological advancements that will improve the quality of your outputs.,100523502947,"Unix,Linux,spark,Debugging,Shell scripting,Hadoop,big data,AWS"
Data Engineer,Data Engineer || Databricks || US Shift,IGT Solutions,4-8 Yrs,Not disclosed,Remote,/job-listings-data-engineer-databricks-us-shift-igt-solutions-gurugram-4-to-8-years-060325007495,". Bachelors or Masters degree in Computer Science,Information Technology,or a related fieldExperience with data governance,data quality,and data security practices",060325007495,"Databricks,ETL,Pyspark,Data Engineering,Tableau,Aws Glue,SQL,Glue"
Data Engineer,Urgent hiring For Data Engineer,Sunbrilo Technology,3-6 Yrs,12-22 Lacs PA,Pune,/job-listings-urgent-hiring-for-data-engineer-sunbrilo-technology-pune-3-to-6-years-010525004390,"We are looking for**Role: Data Engineer**Experience: 3-5yrsJob Location: PuneWork Mode: Hybrid**Job Duties and Responsibilities:*** We are looking for a self-starter to join our Data Engineering team. You will work in a fast-paced environment where you will get an opportunity to build and contribute to the full lifecycle development and maintenance of the data engineering platform.* With the Data Engineering team you will get an opportunity to* Design and implement data engineering solutions that is scalable, reliable and secure on the Cloud environment* Understand and translate business needs into data engineering solutions* Build large scale data pipelines that can handle big data sets using distributed data processing techniques that supports the efforts of the data science and dataapplication teams* Partner with cross-functional stakeholder including Product managers, Architects,* Data Quality engineers, Application and Quantitative Science end users to deliver engineering solutions* Contribute to defining data governance across the data platform**Basic Requirements:*** A minimum of a BS degree in computer science, software engineering, or related scientific discipline is desired* 3+ years of work experience in building scalable and robust data engineering solutions* Strong understanding of Object Oriented programming and proficiency with programming in Python (TDD) and Pyspark to build scalable algorithms* 3+ years of experience in distributed computing and big data processing using the Apache Spark framework including Spark optimization techniques* 2+ years of experience with Databricks, Delta tables, unity catalog, Delta Sharing, Delta live tables(DLT) and incremental data processing* Experience with Delta lake, Unity Catalog* Advanced SQL coding and query optimization experience including the ability to write analytical and nested queries* 3+ years of experience in building scalable ETL/ ELT Data Pipelines on Databricks and AWS (EMR)* 2+ Experience of orchestrating data pipelines using Apache Airflow/ MWAA* Understanding and experience of AWS Services that include ADX, EC2, S3* 3+ years of experience with data modeling techniques for structured/ unstructured datasets* Experience with relational/columnar databases - Redshift, RDS and interactive querying services - Athena/ Redshift Spectrum* Passion towards healthcare and improving patient outcomes* Demonstrate analytical thinking with strong problem solving skills* Stay on top of emerging technologies and posses willingness to learn.**Bonus Experience (optional)*** Experience with Agile environmentExperience operating in a CI/CD environmentExperience building HTTP/REST APIs using popular frameworksHealthcare experienceThanks & Regards,Muugddha Vanjariimugdha.vanjari@sunbrilotechnologies.comContact No: +91-7822804824",010525004390,"Data engineer,Pyspark,Data Pipeline,Data Warehousing,aws,ETL,Python,SQL"
